"subsiteID","(Intercept)","bdMeanNightProp","bdMeanMoonProp","bdMeanForkLength","flow_cfs","temp_c","discharge_cfs","waterDepth_cm","waterDepth_ft","airTemp_C","airTemp_F","turbidity_ntu","waterVel_fts","waterTemp_C","waterTemp_F","lightPenetration_ntu","dissolvedOxygen_mgL","conductivity_mgL","barometer_inHg","precipLevel_qual","percQ","threshold","available","Stage"
"57002",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"Final"
"57002",-4.55629306151598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"Final Model Betas"
"57002",0.0105009131228803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,"Final Model Odds Ratios"
"57003",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,"Initial"
"57003",1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,"Interim (Temp)"
"57003",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,"Interim (Flow)"
"57003",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"Final"
"57003",-4.43368026559228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"Final Model Betas"
"57003",0.0118707217745429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,"Final Model Odds Ratios"
"57004",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,32,34,"Initial"
"57004",1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,32,34,"Interim (Temp)"
"57004",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,32,34,"Interim (Flow)"
"57004",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,"Final"
"57004",-4.69761706836315,0,0,0.0484918527242013,-0.000365331080728026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,"Final Model Betas"
"57004",0.00911697636891448,1,1,1.04968681969746,0.999634735644545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,34,"Final Model Odds Ratios"
"57005",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5,5,"Initial"
"57005",1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,"Interim (Temp)"
"57005",1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5,5,"Interim (Flow)"
"57005",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,"Final"
"57005",-5.3082676974012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,"Final Model Betas"
"57005",0.00495049504950495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,"Final Model Odds Ratios"
"6002",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,39,"Initial"
"6002",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,39,"Interim (Temp)"
"6002",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,39,"Interim (Flow)"
"6002",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,39,"Final"
"6002",-2.51136471989683,0,1.95105705590654,0,-0.00159575206195763,0,0,0,0,0,0,-0.194241662571254,0,0,0,0,0,0,0,0,0,36,39,"Final Model Betas"
"6002",0.0811574065028422,1,7.03612122450801,1,0.99840552047339,1,1,1,1,1,1,0.823458881030799,1,1,1,1,1,1,1,1,1,36,39,"Final Model Odds Ratios"
"6003",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,42,46,"Initial"
"6003",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,42,46,"Interim (Temp)"
"6003",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,42,46,"Interim (Flow)"
"6003",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,46,"Final"
"6003",0.205206721403259,0,4.48705224418056,0,0,0,0,0,0,0,0,0,0,-0.822225313853221,0,0,0,0,0,0,0,42,46,"Final Model Betas"
"6003",1.22777884689732,1,88.8591244376588,1,1,1,1,1,1,1,1,1,1,0.439452645548933,1,1,1,1,1,1,1,42,46,"Final Model Odds Ratios"
